0,0,42
0,1,36
0,2,18
0,3,98
0,4,58
0,5,97
0,6,73
0,7,67
0,8,89
0,9,31
0,10,30
0,11,83
0,12,38
0,13,33
0,14,23
0,15,81
0,16,54
0,17,17
0,18,75
0,19,29
0,20,16
0,21,80
0,22,11
0,23,28
0,24,95
0,25,48
0,26,57
0,27,71
0,28,83
0,29,16
0,30,68
0,31,30
0,32,45
0,33,60
0,34,43
0,35,35
0,36,56
0,37,88
0,38,62
0,39,9
0,40,40
0,41,89
0,42,95
0,43,22
0,44,13
0,45,19
0,46,24
0,47,43
0,48,79
0,49,96
0,50,49
0,51,90
0,52,10
0,53,63
0,54,87
0,55,16
0,56,76
0,57,5
0,58,76
0,59,77
0,60,60
0,61,98
0,62,10
0,63,8
0,64,65
0,65,46
0,66,85
0,67,66
0,68,10
0,69,79
0,70,61
0,71,73
0,72,19
0,73,53
0,74,21
0,75,81
0,76,51
0,77,58
0,78,45
0,79,77
0,80,72
0,81,6
0,82,93
0,83,84
0,84,42
0,85,71
0,86,43
0,87,28
0,88,49
0,89,33
0,90,51
0,91,13
0,92,9
0,93,59
0,94,67
0,95,98
0,96,76
0,97,60
0,98,49
0,99,78
0,100,43
0,101,31
0,102,4
0,103,45
0,104,19
0,105,71
0,106,29
0,107,34
0,108,23
0,109,33
0,110,67
0,111,98
0,112,87
0,113,83
0,114,61
0,115,86
0,116,46
0,117,5
0,118,97
0,119,82
0,120,20
0,121,97
0,122,73
0,123,94
0,124,54
0,125,55
0,126,33
0,127,2
0,128,81
0,129,51
0,130,56
0,131,36
0,132,46
0,133,38
0,134,62
0,135,55
0,136,90
0,137,84
0,138,99
0,139,66
0,140,39
0,141,59
0,142,30
0,143,65
0,144,16
0,145,15
0,146,7
0,147,7
0,148,15
0,149,79
0,150,38
0,151,93
0,152,10
0,153,14
0,154,69
0,155,31
0,156,92
0,157,32
0,158,56
0,159,52
0,160,55
0,161,94
0,162,45
0,163,41
0,164,24
0,165,43
0,166,71
0,167,82
0,168,86
0,169,61
0,170,2
0,171,98
0,172,90
0,173,18
0,174,65
0,175,79
0,176,27
0,177,95
0,178,33
0,179,75
0,180,21
0,181,69
0,182,16
0,183,78
0,184,18
0,185,38
0,186,91
0,187,67
0,188,89
0,189,85
0,190,15
0,191,90
0,192,27
0,193,34
0,194,26
0,195,40
0,196,30
0,197,98
0,198,88
0,199,18
0,200,57
0,201,56
0,202,67
0,203,30
0,204,54
0,205,92
0,206,67
0,207,79
0,208,58
0,209,64
0,210,20
0,211,5
0,212,11
0,213,88
0,214,62
0,215,56
0,216,47
0,217,43
0,218,15
0,219,91
0,220,22
0,221,78
0,222,56
0,223,56
0,224,1
0,225,9
0,226,85
0,227,91
0,228,64
0,229,38
0,230,20
0,231,27
0,232,91
0,233,95
0,234,5
0,235,44
0,236,45
0,237,82
0,238,33
0,239,46
0,240,69
0,241,70
0,242,50
0,243,50
0,244,42
0,245,24
0,246,95
0,247,71
0,248,88
0,249,15
0,250,21
0,251,61
0,252,78
0,253,36
0,254,17
0,255,10
0,256,52
0,257,19
0,258,87
0,259,71
0,260,27
0,261,53
0,262,86
0,263,94
0,264,40
0,265,14
0,266,9
0,267,57
0,268,63
0,269,61
0,270,74
0,271,81
0,272,60
0,273,33
0,274,56
0,275,43
0,276,48
0,277,13
0,278,24
0,279,97
0,280,6
0,281,22
0,282,74
0,283,29
0,284,33
0,285,6
0,286,23
0,287,47
0,288,45
0,289,67
0,290,70
0,291,72
0,292,75
0,293,86
0,294,95
0,295,76
0,296,34
0,297,74
0,298,38
0,299,79
0,300,16
0,301,12
0,302,53
0,303,93
0,304,74
0,305,99
0,306,89
0,307,14
0,308,79
0,309,45
0,310,5
0,311,68
0,312,80
0,313,6
0,314,68
0,315,88
0,316,75
0,317,29
0,318,30
0,319,32
0,320,16
0,321,1
0,322,15
0,323,66
0,324,39
0,325,62
0,326,59
0,327,43
0,328,39
0,329,19
0,330,18
