0,0,94
0,1,93
0,2,89
0,3,18
0,4,52
0,5,54
0,6,44
0,7,79
0,8,26
0,9,9
0,10,44
0,11,31
0,12,81
0,13,92
0,14,85
0,15,96
0,16,65
0,17,76
0,18,58
0,19,3
0,20,91
0,21,51
0,22,45
0,23,23
0,24,22
0,25,23
0,26,91
0,27,27
0,28,25
0,29,24
0,30,59
0,31,77
0,32,56
0,33,96
0,34,60
0,35,36
0,36,86
0,37,50
0,38,24
0,39,47
0,40,32
0,41,57
0,42,63
0,43,14
0,44,98
0,45,45
0,46,5
0,47,41
0,48,34
0,49,31
0,50,5
0,51,24
0,52,28
0,53,96
0,54,59
0,55,17
0,56,52
0,57,27
0,58,93
0,59,32
0,60,81
0,61,23
0,62,98
0,63,56
0,64,35
0,65,69
0,66,13
0,67,81
0,68,28
0,69,65
0,70,94
0,71,61
0,72,72
0,73,56
0,74,94
0,75,40
0,76,57
0,77,42
0,78,10
0,79,98
0,80,84
0,81,42
0,82,47
0,83,68
0,84,39
0,85,68
0,86,80
0,87,57
0,88,38
0,89,75
0,90,3
0,91,92
0,92,12
0,93,67
0,94,41
0,95,25
0,96,50
0,97,67
0,98,44
0,99,40
0,100,26
0,101,68
0,102,54
0,103,29
0,104,72
0,105,34
0,106,21
0,107,36
0,108,25
0,109,48
0,110,83
0,111,58
0,112,52
0,113,1
0,114,79
0,115,67
0,116,38
0,117,8
0,118,78
0,119,56
0,120,66
0,121,91
0,122,7
0,123,67
0,124,11
0,125,31
0,126,46
0,127,1
0,128,43
0,129,46
0,130,17
0,131,66
0,132,1
0,133,82
0,134,36
0,135,57
0,136,75
0,137,79
0,138,26
0,139,2
0,140,52
0,141,3
0,142,79
0,143,15
0,144,74
0,145,79
0,146,21
0,147,99
0,148,21
0,149,98
0,150,38
0,151,70
0,152,48
0,153,91
0,154,46
0,155,27
0,156,47
0,157,30
0,158,82
0,159,85
0,160,63
0,161,37
0,162,46
0,163,25
0,164,68
0,165,33
0,166,20
0,167,95
0,168,72
0,169,20
0,170,84
0,171,56
0,172,83
0,173,8
0,174,49
0,175,39
0,176,20
0,177,73
0,178,62
0,179,89
0,180,48
0,181,15
0,182,61
0,183,91
0,184,73
0,185,19
0,186,48
0,187,6
0,188,37
0,189,39
0,190,2
0,191,11
0,192,53
0,193,80
0,194,34
0,195,69
